"state","date","year","fatalities","injured","total_victims"
"Oregon","06/27/2016","2016",3,1,4
"Oregon","03/12/2016","2016",0,4,4
"Oregon","01/03/2017","2017",4,0,4
"Oregon","05/19/2019","2019",0,5,5
"Oregon","12/31/2020","2020",0,4,4
"Oregon","08/27/2020","2020",1,3,4
"Pennsylvania","10/02/2006","2006",6,5,11
"Pennsylvania","10/02/2006","2006",5,5,10
"Pennsylvania","07/22/2007","2007",4,0,4
"Pennsylvania","11/21/2013","2013",0,4,4
"Pennsylvania","10/21/2013","2013",2,5,7
"Pennsylvania","10/13/2013","2013",0,8,8
"Pennsylvania","10/06/2013","2013",1,5,6
"Pennsylvania","08/13/2013","2013",0,4,4
"Pennsylvania","08/06/2013","2013",3,4,7
"Pennsylvania","06/09/2013","2013",0,4,4
"Pennsylvania","05/16/2013","2013",0,4,4
"Pennsylvania","05/11/2013","2013",0,4,4
"Pennsylvania","05/06/2013","2013",0,4,4
"Pennsylvania","04/28/2013","2013",1,3,4
"Pennsylvania","04/09/2013","2013",1,3,4
"Pennsylvania","01/01/2013","2013",0,4,4
"Pennsylvania","12/15/2014","2014",7,0,7
"Pennsylvania","11/21/2014","2014",0,6,6
"Pennsylvania","09/28/2014","2014",0,4,4
"Pennsylvania","08/02/2014","2014",1,5,6
"Pennsylvania","08/01/2014","2014",1,3,4
"Pennsylvania","07/28/2014","2014",1,4,5
"Pennsylvania","07/23/2014","2014",0,4,4
"Pennsylvania","07/02/2014","2014",0,5,5
"Pennsylvania","03/01/2014","2014",1,4,5
"Pennsylvania","01/05/2014","2014",1,3,4
"Pennsylvania","12/15/2014","2014",6,1,7
"Pennsylvania","12/26/2015","2015",0,4,4
"Pennsylvania","12/11/2015","2015",0,4,4
"Pennsylvania","11/20/2015","2015",1,3,4
"Pennsylvania","11/15/2015","2015",0,4,4
"Pennsylvania","11/14/2015","2015",0,4,4
"Pennsylvania","09/20/2015","2015",1,3,4
"Pennsylvania","08/15/2015","2015",1,3,4
"Pennsylvania","07/30/2015","2015",0,4,4
"Pennsylvania","07/24/2015","2015",2,5,7
"Pennsylvania","06/22/2015","2015",0,7,7
"Pennsylvania","06/20/2015","2015",0,10,10
"Pennsylvania","05/28/2015","2015",1,3,4
"Pennsylvania","04/18/2015","2015",0,5,5
"Pennsylvania","04/05/2015","2015",1,3,4
"Pennsylvania","11/04/2016","2016",0,4,4
"Pennsylvania","09/18/2016","2016",0,4,4
"Pennsylvania","09/18/2016","2016",0,4,4
"Pennsylvania","09/16/2016","2016",2,5,7
"Pennsylvania","09/05/2016","2016",0,4,4
"Pennsylvania","08/11/2016","2016",0,4,4
"Pennsylvania","08/06/2016","2016",5,0,5
"Pennsylvania","07/04/2016","2016",0,4,4
"Pennsylvania","04/17/2016","2016",3,1,4
"Pennsylvania","03/09/2016","2016",6,2,8
"Pennsylvania","08/06/2016","2016",4,0,4
"Pennsylvania","03/09/2016","2016",5,3,8
"Pennsylvania","12/21/2017","2017",1,3,4
"Pennsylvania","12/04/2017","2017",2,2,4
"Pennsylvania","11/09/2017","2017",0,4,4
"Pennsylvania","10/21/2017","2017",0,4,4
"Pennsylvania","09/26/2017","2017",1,3,4
"Pennsylvania","09/24/2017","2017",0,4,4
"Pennsylvania","09/13/2017","2017",0,4,4
"Pennsylvania","09/13/2017","2017",0,4,4
"Pennsylvania","08/13/2017","2017",0,5,5
"Pennsylvania","07/15/2017","2017",1,3,4
"Pennsylvania","05/20/2017","2017",0,10,10
"Pennsylvania","04/28/2017","2017",0,4,4
"Pennsylvania","04/15/2017","2017",0,4,4
"Pennsylvania","04/03/2017","2017",3,1,4
"Pennsylvania","03/03/2017","2017",0,4,4
"Pennsylvania","02/18/2017","2017",0,4,4
"Pennsylvania","10/27/2018","2018",11,6,17
"Pennsylvania","01/28/2018","2018",4,1,5
"Pennsylvania","12/13/2018","2018",0,4,4
"Pennsylvania","11/19/2018","2018",4,0,4
"Pennsylvania","10/03/2018","2018",1,4,5
"Pennsylvania","09/28/2018","2018",2,2,4
"Pennsylvania","09/19/2018","2018",1,4,5
"Pennsylvania","08/23/2018","2018",0,4,4
"Pennsylvania","08/14/2018","2018",0,5,5
"Pennsylvania","08/12/2018","2018",0,4,4
"Pennsylvania","08/08/2018","2018",2,4,6
"Pennsylvania","07/29/2018","2018",0,4,4
"Pennsylvania","07/16/2018","2018",1,4,5
"Pennsylvania","06/22/2018","2018",1,3,4
"Pennsylvania","06/14/2018","2018",0,4,4
"Pennsylvania","06/09/2018","2018",1,4,5
"Pennsylvania","04/21/2018","2018",2,2,4
"Pennsylvania","01/28/2018","2018",4,0,4
"Pennsylvania","01/23/2018","2018",0,4,4
"Pennsylvania","01/24/2019","2019",3,1,4
"Pennsylvania","10/30/2019","2019",4,0,4
"Pennsylvania","10/19/2019","2019",0,4,4
"Pennsylvania","10/13/2019","2019",0,6,6
"Pennsylvania","10/12/2019","2019",1,3,4
"Pennsylvania","10/10/2019","2019",0,5,5
"Pennsylvania","08/31/2019","2019",2,2,4
"Pennsylvania","08/15/2019","2019",0,5,5
"Pennsylvania","08/14/2019","2019",0,6,6
"Pennsylvania","07/28/2019","2019",1,5,6
"Pennsylvania","07/20/2019","2019",0,4,4
"Pennsylvania","07/13/2019","2019",0,7,7
"Pennsylvania","06/22/2019","2019",0,4,4
"Pennsylvania","06/20/2019","2019",0,10,10
"Pennsylvania","06/16/2019","2019",1,5,6
"Pennsylvania","05/11/2019","2019",0,4,4
"Pennsylvania","05/10/2019","2019",0,5,5
"Pennsylvania","04/21/2019","2019",0,4,4
"Pennsylvania","01/19/2019","2019",0,4,4
"Pennsylvania","12/01/2020","2020",1,3,4
"Pennsylvania","10/14/2020","2020",0,4,4
"Pennsylvania","10/08/2020","2020",1,6,7
"Pennsylvania","09/29/2020","2020",0,5,5
"Pennsylvania","09/26/2020","2020",0,4,4
"Pennsylvania","09/25/2020","2020",0,4,4
"Pennsylvania","09/16/2020","2020",2,3,5
"Pennsylvania","09/12/2020","2020",0,4,4
"Pennsylvania","09/03/2020","2020",0,6,6
"Pennsylvania","09/02/2020","2020",2,2,4
"Pennsylvania","08/31/2020","2020",0,5,5
"Pennsylvania","08/30/2020","2020",0,4,4
"Pennsylvania","08/28/2020","2020",1,3,4
"Pennsylvania","08/26/2020","2020",0,4,4
"Pennsylvania","08/19/2020","2020",0,4,4
"Pennsylvania","08/18/2020","2020",1,4,5
"Pennsylvania","08/15/2020","2020",0,5,5
"Pennsylvania","08/08/2020","2020",0,6,6
"Pennsylvania","08/02/2020","2020",0,4,4
"Pennsylvania","07/31/2020","2020",1,3,4
"Pennsylvania","07/05/2020","2020",0,4,4
"Pennsylvania","06/28/2020","2020",2,2,4
"Pennsylvania","06/25/2020","2020",0,4,4
"Pennsylvania","06/12/2020","2020",0,6,6
"Pennsylvania","06/09/2020","2020",1,6,7
"Pennsylvania","05/31/2020","2020",0,4,4
"Pennsylvania","05/28/2020","2020",1,3,4
"Pennsylvania","05/27/2020","2020",0,4,4
"Pennsylvania","05/26/2020","2020",0,4,4
"Pennsylvania","05/15/2020","2020",0,4,4
"Pennsylvania","05/02/2020","2020",0,4,4
"Pennsylvania","04/16/2020","2020",0,4,4
"Pennsylvania","03/30/2020","2020",0,5,5
"Pennsylvania","03/10/2020","2020",2,2,4
"Rhode Island","06/22/2013","2013",0,4,4
"Rhode Island","06/15/2013","2013",1,3,4
"Rhode Island","07/08/2014","2014",0,5,5
"Rhode Island","06/19/2015","2015",0,4,4
"South Carolina","09/15/1997","1997",4,3,7
"South Carolina","09/30/2006","2006",5,0,5
"South Carolina","04/26/2008","2008",4,0,4
"South Carolina","10/14/2011","2011",4,0,4
"South Carolina","07/03/2011","2011",4,0,4
"South Carolina","10/29/2013","2013",5,0,5
"South Carolina","08/25/2013","2013",1,3,4
"South Carolina","08/18/2013","2013",1,4,5
"South Carolina","06/29/2013","2013",3,1,4
"South Carolina","04/06/2013","2013",1,4,5
"South Carolina","10/29/2013","2013",5,0,5
"South Carolina","10/18/2014","2014",1,3,4
"South Carolina","09/29/2014","2014",1,7,8
"South Carolina","09/26/2014","2014",1,4,5
"South Carolina","06/07/2014","2014",1,5,6
"South Carolina","05/24/2014","2014",3,1,4
"South Carolina","03/21/2014","2014",0,4,4
"South Carolina","03/05/2014","2014",3,1,4
"South Carolina","06/17/2015","2015",9,1,10
"South Carolina","11/24/2015","2015",0,4,4
"South Carolina","11/22/2015","2015",1,3,4
"South Carolina","11/02/2015","2015",4,0,4
"South Carolina","10/24/2015","2015",0,4,4
"South Carolina","08/16/2015","2015",0,5,5
"South Carolina","08/15/2015","2015",1,3,4
"South Carolina","08/06/2015","2015",0,4,4
"South Carolina","07/15/2015","2015",4,1,5
"South Carolina","03/08/2015","2015",1,3,4
"South Carolina","02/22/2015","2015",0,4,4
"South Carolina","11/01/2015","2015",4,0,4
"South Carolina","11/05/2016","2016",0,5,5
"South Carolina","07/23/2016","2016",0,4,4
"South Carolina","06/26/2016","2016",0,4,4
"South Carolina","05/17/2016","2016",3,1,4
"South Carolina","04/17/2016","2016",1,3,4
"South Carolina","09/16/2017","2017",0,8,8
"South Carolina","08/05/2017","2017",1,3,4
"South Carolina","07/02/2017","2017",0,4,4
"South Carolina","06/18/2017","2017",0,7,7
"South Carolina","05/16/2017","2017",3,1,4
"South Carolina","04/30/2017","2017",1,5,6
"South Carolina","02/07/2017","2017",0,4,4
"South Carolina","10/12/2018","2018",0,6,6
"South Carolina","10/03/2018","2018",2,6,8
"South Carolina","08/15/2018","2018",0,5,5
"South Carolina","05/31/2018","2018",3,2,5
"South Carolina","10/21/2019","2019",0,4,4
"South Carolina","09/21/2019","2019",2,8,10
"South Carolina","09/08/2019","2019",2,2,4
"South Carolina","08/31/2019","2019",0,4,4
"South Carolina","08/22/2019","2019",2,2,4
"South Carolina","06/23/2019","2019",3,1,4
"South Carolina","06/01/2019","2019",0,5,5
"South Carolina","03/31/2019","2019",0,7,7
"South Carolina","01/19/2019","2019",1,4,5
"South Carolina","01/01/2019","2019",0,5,5
"South Carolina","11/28/2020","2020",1,10,11
"South Carolina","11/28/2020","2020",0,5,5
"South Carolina","11/18/2020","2020",0,4,4
"South Carolina","11/14/2020","2020",3,1,4
"South Carolina","11/07/2020","2020",1,3,4
"South Carolina","11/01/2020","2020",0,6,6
"South Carolina","10/17/2020","2020",0,5,5
"South Carolina","10/12/2020","2020",2,3,5
"South Carolina","10/10/2020","2020",0,8,8
"South Carolina","09/03/2020","2020",1,3,4
"South Carolina","08/26/2020","2020",0,4,4
"South Carolina","07/05/2020","2020",2,8,10
"South Carolina","07/04/2020","2020",0,5,5
"South Carolina","05/26/2020","2020",3,5,8
"South Carolina","05/24/2020","2020",0,4,4
"South Carolina","05/23/2020","2020",2,5,7
"South Carolina","05/17/2020","2020",0,4,4
"South Carolina","05/17/2020","2020",4,1,5
"South Carolina","04/08/2020","2020",1,3,4
"South Carolina","04/05/2020","2020",1,4,5
"South Carolina","03/22/2020","2020",0,4,4
"South Carolina","01/26/2020","2020",3,3,6
"South Dakota","11/22/2014","2014",4,1,5
"South Dakota","09/17/2015","2015",6,0,6
"South Dakota","09/17/2015","2015",5,0,5
"South Dakota","06/29/2020","2020",1,3,4
"Tennessee","03/02/2008","2008",6,3,9
"Tennessee","02/27/2008","2008",4,1,5
"Tennessee","10/22/2012","2012",5,0,5
"Tennessee","09/18/2013","2013",1,4,5
"Tennessee","09/12/2013","2013",4,0,4
"Tennessee","06/23/2013","2013",1,3,4
"Tennessee","06/15/2013","2013",0,4,4
"Tennessee","05/28/2013","2013",1,3,4
"Tennessee","05/23/2013","2013",2,2,4
"Tennessee","05/19/2013","2013",2,2,4
"Tennessee","04/28/2013","2013",2,2,4
"Tennessee","02/02/2013","2013",0,5,5
"Tennessee","01/23/2013","2013",1,3,4
"Tennessee","09/11/2013","2013",4,0,4
"Tennessee","11/30/2014","2014",0,5,5
"Tennessee","11/28/2014","2014",0,4,4
"Tennessee","10/29/2014","2014",0,5,5
"Tennessee","10/04/2014","2014",2,2,4
"Tennessee","08/20/2014","2014",0,5,5
"Tennessee","08/14/2014","2014",1,3,4
"Tennessee","08/13/2014","2014",0,4,4
"Tennessee","08/03/2014","2014",0,5,5
"Tennessee","07/21/2014","2014",0,4,4
"Tennessee","06/21/2014","2014",0,5,5
"Tennessee","05/11/2014","2014",0,7,7
"Tennessee","04/25/2014","2014",2,3,5
"Tennessee","04/09/2014","2014",3,1,4
"Tennessee","07/16/2015","2015",5,2,7
"Tennessee","12/27/2015","2015",0,4,4
"Tennessee","10/22/2015","2015",1,3,4
"Tennessee","10/10/2015","2015",0,6,6
"Tennessee","08/30/2015","2015",1,4,5
"Tennessee","08/29/2015","2015",3,2,5
"Tennessee","03/23/2015","2015",1,4,5
"Tennessee","02/08/2015","2015",0,6,6
"Tennessee","01/20/2015","2015",1,3,4
"Tennessee","01/07/2015","2015",1,3,4
"Tennessee","01/01/2015","2015",0,5,5
"Tennessee","11/17/2016","2016",1,7,8
"Tennessee","11/09/2016","2016",0,4,4
"Tennessee","11/01/2016","2016",1,5,6
"Tennessee","08/04/2016","2016",0,4,4
"Tennessee","07/16/2016","2016",0,6,6
"Tennessee","07/07/2016","2016",1,4,5
"Tennessee","07/03/2016","2016",0,4,4
"Tennessee","05/22/2016","2016",0,4,4
"Tennessee","05/01/2016","2016",0,5,5
"Tennessee","04/25/2016","2016",0,4,4
"Tennessee","04/09/2016","2016",0,4,4
"Tennessee","01/07/2016","2016",1,3,4
"Tennessee","12/03/2017","2017",1,3,4
"Tennessee","10/21/2017","2017",0,4,4
"Tennessee","09/30/2017","2017",1,3,4
"Tennessee","09/26/2017","2017",0,4,4
"Tennessee","09/24/2017","2017",1,8,9
"Tennessee","09/13/2017","2017",1,5,6
"Tennessee","08/21/2017","2017",0,4,4
"Tennessee","06/11/2017","2017",0,4,4
"Tennessee","06/10/2017","2017",0,4,4
"Tennessee","03/25/2017","2017",1,4,5
"Tennessee","02/11/2017","2017",0,4,4
"Tennessee","01/31/2017","2017",0,4,4
"Tennessee","01/27/2017","2017",0,10,10
"Tennessee","01/21/2017","2017",2,2,4
"Tennessee","04/22/2018","2018",4,4,8
"Tennessee","11/26/2018","2018",0,4,4
"Tennessee","10/27/2018","2018",0,5,5
"Tennessee","10/15/2018","2018",5,0,5
"Tennessee","09/24/2018","2018",3,2,5
"Tennessee","09/18/2018","2018",0,4,4
"Tennessee","09/10/2018","2018",0,5,5
"Tennessee","08/25/2018","2018",1,4,5
"Tennessee","08/21/2018","2018",0,4,4
"Tennessee","08/20/2018","2018",1,4,5
"Tennessee","07/15/2018","2018",0,5,5
"Tennessee","07/12/2018","2018",0,5,5
"Tennessee","07/08/2018","2018",0,4,4
"Tennessee","06/23/2018","2018",0,4,4
"Tennessee","05/06/2018","2018",2,4,6
"Tennessee","04/29/2018","2018",0,4,4
"Tennessee","04/22/2018","2018",4,3,7
"Tennessee","02/17/2018","2018",0,5,5
"Tennessee","01/12/2018","2018",3,2,5
"Tennessee","11/10/2019","2019",1,4,5
"Tennessee","08/04/2019","2019",1,3,4
"Tennessee","06/17/2019","2019",0,5,5
"Tennessee","06/09/2019","2019",1,3,4
"Tennessee","04/28/2019","2019",0,7,7
"Tennessee","04/20/2019","2019",0,6,6
"Tennessee","02/20/2019","2019",0,4,4
"Tennessee","11/29/2020","2020",2,3,5
"Tennessee","11/17/2020","2020",0,4,4
"Tennessee","11/08/2020","2020",0,8,8
"Tennessee","10/18/2020","2020",0,4,4
"Tennessee","10/03/2020","2020",0,5,5
"Tennessee","09/27/2020","2020",0,4,4
"Tennessee","09/13/2020","2020",3,3,6
"Tennessee","09/06/2020","2020",0,4,4
"Tennessee","08/23/2020","2020",1,4,5
"Tennessee","07/16/2020","2020",0,5,5
"Tennessee","06/24/2020","2020",0,4,4
"Tennessee","06/08/2020","2020",0,4,4
"Tennessee","06/07/2020","2020",0,5,5
"Tennessee","05/28/2020","2020",0,4,4
"Tennessee","05/13/2020","2020",0,4,4
"Tennessee","05/06/2020","2020",2,2,4
"Tennessee","04/25/2020","2020",0,7,7
"Tennessee","02/15/2020","2020",0,7,7
"Tennessee","01/19/2020","2020",1,4,5
"Texas","10/16/1991","1991",24,20,44
"Texas","04/03/1995","1995",6,0,6
"Texas","09/15/1999","1999",8,7,15
"Texas","08/24/2007","2007",6,0,6
"Texas","12/06/2008","2008",4,1,5
"Texas","06/01/2008","2008",4,0,4
"Texas","05/10/2008","2008",4,0,4
"Texas","11/05/2009","2009",13,31,44
"Texas","11/05/2009","2009",13,32,45
"Texas","01/17/2010","2010",5,0,5
"Texas","12/25/2011","2011",6,0,6
"Texas","11/30/2011","2011",4,1,5
"Texas","07/23/2011","2011",5,4,9
"Texas","12/15/2013","2013",0,5,5
"Texas","11/20/2013","2013",3,2,5
"Texas","11/15/2013","2013",1,3,4
"Texas","11/09/2013","2013",2,16,18
"Texas","10/27/2013","2013",0,4,4
"Texas","10/09/2013","2013",4,0,4
"Texas","09/20/2013","2013",5,0,5
"Texas","08/07/2013","2013",4,4,8
"Texas","07/28/2013","2013",0,4,4
"Texas","07/01/2013","2013",4,0,4
"Texas","06/15/2013","2013",1,3,4
"Texas","10/28/2013","2013",5,0,5
"Texas","04/03/2014","2014",3,12,15
"Texas","11/27/2014","2014",2,3,5
"Texas","11/16/2014","2014",0,6,6
"Texas","09/14/2014","2014",3,1,4
"Texas","09/14/2014","2014",3,1,4
"Texas","08/03/2014","2014",0,7,7
"Texas","08/02/2014","2014",3,1,4
"Texas","07/09/2014","2014",6,1,7
"Texas","07/05/2014","2014",0,6,6
"Texas","05/21/2014","2014",1,3,4
"Texas","05/03/2014","2014",0,6,6
"Texas","04/02/2014","2014",4,16,20
"Texas","03/23/2014","2014",1,3,4
"Texas","03/16/2014","2014",3,1,4
"Texas","03/09/2014","2014",0,6,6
"Texas","02/16/2014","2014",1,7,8
"Texas","02/16/2014","2014",1,4,5
"Texas","01/30/2014","2014",4,0,4
"Texas","01/25/2014","2014",4,0,4
"Texas","11/22/2015","2015",0,4,4
"Texas","11/15/2015","2015",5,0,5
"Texas","10/27/2015","2015",0,5,5
"Texas","08/29/2015","2015",1,3,4
"Texas","08/16/2015","2015",0,6,6
"Texas","08/08/2015","2015",8,0,8
"Texas","07/16/2015","2015",0,5,5
"Texas","07/04/2015","2015",0,4,4
"Texas","06/11/2015","2015",1,3,4
"Texas","05/17/2015","2015",9,18,27
"Texas","05/03/2015","2015",0,6,6
"Texas","04/21/2015","2015",2,3,5
"Texas","03/26/2015","2015",0,4,4
"Texas","03/20/2015","2015",1,5,6
"Texas","02/25/2015","2015",3,1,4
"Texas","02/22/2015","2015",4,1,5
"Texas","01/19/2015","2015",2,5,7
"Texas","01/04/2015","2015",3,1,4
"Texas","11/14/2015","2015",6,1,7
"Texas","07/07/2016","2016",5,11,16
"Texas","12/31/2016","2016",1,3,4
"Texas","12/09/2016","2016",4,0,4
"Texas","11/28/2016","2016",1,3,4
"Texas","11/13/2016","2016",0,4,4
"Texas","11/11/2016","2016",0,4,4
"Texas","11/10/2016","2016",1,3,4
"Texas","11/05/2016","2016",0,4,4
"Texas","10/30/2016","2016",0,5,5
"Texas","10/02/2016","2016",1,4,5
"Texas","09/26/2016","2016",0,4,4
"Texas","09/26/2016","2016",1,6,7
"Texas","09/14/2016","2016",1,3,4
"Texas","09/08/2016","2016",4,0,4
"Texas","08/28/2016","2016",0,6,6
"Texas","08/12/2016","2016",1,3,4
"Texas","07/31/2016","2016",1,4,5
"Texas","07/23/2016","2016",4,1,5
"Texas","07/17/2016","2016",1,3,4
"Texas","07/16/2016","2016",0,5,5
"Texas","07/14/2016","2016",3,1,4
"Texas","07/04/2016","2016",3,2,5
"Texas","06/26/2016","2016",1,3,4
"Texas","06/26/2016","2016",0,4,4
"Texas","06/25/2016","2016",2,5,7
"Texas","05/29/2016","2016",2,6,8
"Texas","05/08/2016","2016",1,3,4
"Texas","04/17/2016","2016",1,6,7
"Texas","03/08/2016","2016",2,3,5
"Texas","02/21/2016","2016",0,5,5
"Texas","02/14/2016","2016",1,3,4
"Texas","11/05/2017","2017",26,20,46
"Texas","12/12/2017","2017",0,4,4
"Texas","11/11/2017","2017",1,3,4
"Texas","11/04/2017","2017",0,4,4
"Texas","10/29/2017","2017",1,3,4
"Texas","10/15/2017","2017",2,2,4
"Texas","10/09/2017","2017",0,5,5
"Texas","09/10/2017","2017",9,1,10
"Texas","07/30/2017","2017",1,3,4
"Texas","06/11/2017","2017",0,4,4
"Texas","06/09/2017","2017",2,5,7
"Texas","06/02/2017","2017",2,3,5
"Texas","05/14/2017","2017",0,4,4
"Texas","05/01/2017","2017",2,3,5
"Texas","04/09/2017","2017",1,3,4
"Texas","04/07/2017","2017",5,0,5
"Texas","04/03/2017","2017",0,7,7
"Texas","03/26/2017","2017",2,4,6
"Texas","01/22/2017","2017",3,2,5
"Texas","01/16/2017","2017",0,4,4
"Texas","01/03/2017","2017",0,4,4
"Texas","01/01/2017","2017",1,3,4
"Texas","05/18/2018","2018",10,13,23
"Texas","11/25/2018","2018",1,3,4
"Texas","10/14/2018","2018",0,4,4
"Texas","10/13/2018","2018",4,1,5
"Texas","10/06/2018","2018",1,3,4
"Texas","09/02/2018","2018",0,4,4
"Texas","07/27/2018","2018",5,0,5
"Texas","07/26/2018","2018",0,6,6
"Texas","07/11/2018","2018",0,4,4
"Texas","06/27/2018","2018",0,4,4
"Texas","06/03/2018","2018",0,5,5
"Texas","05/16/2018","2018",5,1,6
"Texas","04/02/2018","2018",1,3,4
"Texas","03/29/2018","2018",1,3,4
"Texas","02/18/2018","2018",0,5,5
"Texas","08/31/2019","2019",7,25,32
"Texas","08/03/2019","2019",22,26,48
"Texas","12/27/2019","2019",2,7,9
"Texas","12/18/2019","2019",0,4,4
"Texas","12/08/2019","2019",2,3,5
"Texas","11/29/2019","2019",0,7,7
"Texas","11/04/2019","2019",1,4,5
"Texas","11/03/2019","2019",1,3,4
"Texas","11/01/2019","2019",0,4,4
"Texas","10/26/2019","2019",2,6,8
"Texas","10/20/2019","2019",1,3,4
"Texas","10/19/2019","2019",1,4,5
"Texas","09/29/2019","2019",4,0,4
"Texas","08/23/2019","2019",3,2,5
"Texas","08/17/2019","2019",0,6,6
"Texas","07/17/2019","2019",1,3,4
"Texas","07/16/2019","2019",0,4,4
"Texas","07/11/2019","2019",0,4,4
"Texas","07/03/2019","2019",2,3,5
"Texas","06/30/2019","2019",2,2,4
"Texas","06/17/2019","2019",0,4,4
"Texas","06/07/2019","2019",0,5,5
"Texas","05/29/2019","2019",3,2,5
"Texas","05/03/2019","2019",1,3,4
"Texas","02/21/2019","2019",2,2,4
"Texas","02/17/2019","2019",2,2,4
"Texas","02/11/2019","2019",5,0,5
"Texas","02/05/2019","2019",2,2,4
"Texas","01/28/2019","2019",2,5,7
"Texas","01/19/2019","2019",3,2,5
"Texas","12/06/2020","2020",0,6,6
"Texas","11/18/2020","2020",3,2,5
"Texas","11/09/2020","2020",0,4,4
"Texas","10/25/2020","2020",2,3,5
"Texas","10/25/2020","2020",1,3,4
"Texas","10/20/2020","2020",3,1,4
"Texas","09/05/2020","2020",0,4,4
"Texas","08/30/2020","2020",2,2,4
"Texas","08/28/2020","2020",1,4,5
"Texas","08/17/2020","2020",3,2,5
"Texas","08/09/2020","2020",0,4,4
"Texas","08/01/2020","2020",2,3,5
"Texas","07/26/2020","2020",0,4,4
"Texas","07/25/2020","2020",0,4,4
"Texas","07/05/2020","2020",0,4,4
"Texas","06/21/2020","2020",0,5,5
"Texas","06/21/2020","2020",1,3,4
"Texas","06/12/2020","2020",0,8,8
"Texas","06/11/2020","2020",2,4,6
"Texas","06/02/2020","2020",1,3,4
"Texas","05/30/2020","2020",1,4,5
"Texas","05/23/2020","2020",0,4,4
"Texas","05/20/2020","2020",2,3,5
"Texas","05/10/2020","2020",0,5,5
"Texas","05/10/2020","2020",0,6,6
"Texas","05/06/2020","2020",3,1,4
"Texas","04/24/2020","2020",3,1,4
"Texas","04/04/2020","2020",2,2,4
"Texas","04/04/2020","2020",0,4,4
"Texas","03/23/2020","2020",0,4,4
"Texas","02/23/2020","2020",0,7,7
"Texas","02/08/2020","2020",1,3,4
"Texas","01/19/2020","2020",2,5,7
"Texas","01/18/2020","2020",2,2,4
"Utah","02/12/2007","2007",6,4,10
"Utah","02/12/2013","2013",4,1,5
"Utah","08/16/2014","2014",0,6,6
"Utah","01/16/2014","2014",5,0,5
"Utah","06/06/2017","2017",3,2,5
"Utah","03/24/2018","2018",0,4,4
"Utah","01/17/2020","2020",4,1,5
"Vermont","08/07/2015","2015",4,0,4
"Vermont","08/07/2015","2015",4,0,4
"Virginia","10/05/2006","2006",4,0,4
"Virginia","04/16/2007","2007",32,23,55
"Virginia","01/19/2010","2010",8,0,8
"Virginia","12/15/2011","2011",4,0,4
"Virginia","08/27/2011","2011",4,2,6
"Virginia","08/11/2013","2013",1,4,5
"Virginia","06/23/2013","2013",1,4,5
"Virginia","06/21/2013","2013",0,6,6
"Virginia","06/02/2013","2013",0,7,7
"Virginia","05/25/2013","2013",1,4,5
"Virginia","05/18/2013","2013",0,4,4
"Virginia","12/02/2014","2014",0,5,5
"Virginia","11/23/2014","2014",0,4,4
"Virginia","08/03/2014","2014",5,0,5
"Virginia","07/05/2014","2014",0,7,7
"Virginia","07/04/2014","2014",0,5,5
"Virginia","02/25/2014","2014",4,1,5
"Virginia","01/20/2014","2014",0,4,4
"Virginia","01/01/2014","2014",2,2,4
"Virginia","07/25/2015","2015",0,4,4
"Virginia","07/19/2015","2015",0,4,4
"Virginia","04/19/2015","2015",0,4,4
"Virginia","01/13/2015","2015",0,5,5
"Virginia","01/04/2015","2015",2,4,6
"Virginia","10/25/2016","2016",2,3,5
"Virginia","09/18/2016","2016",1,3,4
"Virginia","09/04/2016","2016",1,10,11
"Virginia","08/14/2016","2016",0,4,4
"Virginia","06/25/2016","2016",0,4,4
"Virginia","06/19/2016","2016",0,4,4
"Virginia","06/18/2016","2016",1,3,4
"Virginia","04/24/2016","2016",0,5,5
"Virginia","02/27/2016","2016",2,2,4
"Virginia","01/27/2016","2016",6,0,6
"Virginia","01/17/2016","2016",1,3,4
"Virginia","10/28/2017","2017",1,3,4
"Virginia","09/17/2017","2017",1,4,5
"Virginia","08/13/2017","2017",0,4,4
"Virginia","07/30/2017","2017",1,5,6
"Virginia","07/19/2017","2017",0,5,5
"Virginia","07/09/2017","2017",0,7,7
"Virginia","07/04/2017","2017",1,4,5
"Virginia","06/15/2017","2017",1,3,4
"Virginia","06/14/2017","2017",1,5,6
"Virginia","04/29/2017","2017",0,4,4
"Virginia","02/27/2017","2017",0,4,4
"Virginia","02/19/2017","2017",1,3,4
"Virginia","08/25/2018","2018",0,5,5
"Virginia","07/13/2018","2018",1,3,4
"Virginia","07/05/2018","2018",0,6,6
"Virginia","04/06/2018","2018",1,3,4
"Virginia","05/31/2019","2019",12,4,16
"Virginia","12/25/2019","2019",1,3,4
"Virginia","08/10/2019","2019",0,4,4
"Virginia","08/02/2019","2019",2,3,5
"Virginia","06/22/2019","2019",0,4,4
"Virginia","06/01/2019","2019",1,3,4
"Virginia","05/26/2019","2019",0,5,5
"Virginia","05/25/2019","2019",1,9,10
"Virginia","02/09/2019","2019",0,4,4
"Virginia","01/04/2019","2019",3,2,5
"Virginia","11/08/2020","2020",0,4,4
"Virginia","10/28/2020","2020",0,4,4
"Virginia","08/25/2020","2020",0,5,5
"Virginia","08/24/2020","2020",1,4,5
"Virginia","07/23/2020","2020",1,3,4
"Virginia","07/23/2020","2020",0,4,4
"Virginia","07/20/2020","2020",1,4,5
"Virginia","07/07/2020","2020",0,5,5
"Virginia","06/11/2020","2020",0,4,4
